user_daily_id,user_id,date_id,rides_requested,rides_completed,total_spend,incentives_used
1517,157,20240325,1,1,8.04,0
1518,158,20240111,1,1,6.98,0
1519,158,20240125,1,1,0.14,0
1520,158,20240128,1,0,19.89,0
1521,158,20240130,1,1,22.75,0
1522,158,20240131,1,1,8.5,0
1523,158,20240202,1,0,3.8,1
1524,158,20240205,1,1,19.39,0
1525,158,20240206,1,1,14.41,0
1526,158,20240211,1,1,52.92,0
1527,158,20240217,1,1,19.82,0
1528,158,20240226,1,0,25.95,0
1529,158,20240316,1,1,45.83,0
1530,158,20240317,1,0,15.66,1
1531,159,20240118,1,1,0.4,0
1532,159,20240206,1,1,35.8,1
1533,159,20240213,1,0,5.87,1
1534,159,20240215,1,1,10.59,1
1535,159,20240222,1,1,13.47,0
1536,159,20240304,1,1,12.32,0
1537,159,20240313,1,1,16.36,0
1538,159,20240326,1,1,5.34,0
1539,160,20240102,1,0,47.77,0
1540,160,20240105,1,1,11.04,1
1541,160,20240111,1,1,35.44,0
1542,160,20240119,1,1,55.43,1
1543,160,20240206,1,1,31.13,0
1544,160,20240209,1,1,22.28,0
1545,160,20240211,1,1,2.57,0
1546,160,20240308,1,1,11.88,1
1547,160,20240309,1,1,4.51,0
1548,160,20240314,1,1,24.8,0
1549,160,20240328,1,1,30.06,1
1550,161,20240101,1,1,13.16,0
1551,161,20240108,1,1,87.54,1
1552,161,20240117,1,1,26.0,1
1553,161,20240119,1,0,38.31,1
1554,161,20240123,1,1,5.67,0
1555,161,20240131,1,0,23.31,0
1556,161,20240208,1,0,8.95,1
1557,161,20240211,1,0,26.96,0
1558,161,20240212,1,1,0.71,1
1559,161,20240216,1,1,26.31,1
1560,161,20240226,1,0,6.16,1
1561,161,20240228,1,1,91.17,1
1562,161,20240303,1,1,102.47,0
1563,161,20240305,1,1,17.87,0
1564,162,20240106,1,1,36.36,0
1565,162,20240109,1,0,3.91,0
1566,162,20240209,1,1,26.29,1
1567,162,20240213,2,2,50.23,1
1568,162,20240301,1,1,4.72,0
1569,162,20240317,1,0,67.18,0
1570,163,20240104,1,0,36.91,1
1571,163,20240126,1,1,46.2,1
1572,163,20240216,1,1,7.76,0
1573,163,20240223,1,0,5.88,0
1574,163,20240225,1,0,64.18,0
1575,163,20240316,1,1,19.39,0
1576,163,20240317,1,1,0.69,1
1577,163,20240325,1,1,1.86,0
1578,164,20240104,1,1,2.63,0
1579,164,20240108,1,1,24.96,1
1580,164,20240126,1,1,51.87,0
1581,164,20240128,1,1,7.03,1
1582,164,20240129,1,1,25.15,0
1583,164,20240130,1,1,21.77,0
1584,164,20240207,1,1,12.66,1
1585,164,20240217,1,1,0.07,0
1586,164,20240308,1,1,94.02,0
1587,164,20240312,1,1,2.63,1
1588,164,20240315,1,0,7.77,1
1589,164,20240326,1,1,19.97,0
1590,164,20240331,1,1,20.7,0
1591,165,20240107,1,0,26.47,0
1592,165,20240113,1,0,3.57,0
1593,165,20240131,1,1,3.63,0
1594,165,20240213,1,1,105.02,0
1595,165,20240215,1,1,20.85,1
1596,165,20240218,1,0,0.45,1
1597,165,20240220,1,1,10.09,0
1598,166,20240104,1,1,84.38,0
1599,166,20240110,1,1,28.13,0
1600,166,20240116,1,1,18.58,1
1601,166,20240118,1,1,2.64,0
1602,166,20240127,1,1,1.02,0
1603,166,20240205,1,0,27.48,0
1604,166,20240213,1,1,13.55,0
1605,166,20240217,1,1,11.47,0
1606,166,20240220,1,1,25.29,0
1607,166,20240226,1,1,0.44,1
1608,166,20240311,1,1,52.71,0
1609,166,20240320,1,1,4.32,0
1610,166,20240330,2,1,77.55,1
1611,166,20240331,1,0,1.64,1
1612,167,20240106,1,1,82.76,0
1613,167,20240122,1,1,28.11,0
1614,167,20240223,1,1,16.77,0
1615,167,20240306,1,0,33.6,1
1616,167,20240307,1,1,26.28,0
1617,167,20240308,1,1,18.88,1
1618,167,20240310,1,1,13.24,1
1619,168,20240108,1,1,15.78,1
1620,168,20240111,2,1,22.92,0
1621,168,20240113,1,1,6.32,0
1622,168,20240116,1,0,76.69,0
1623,168,20240124,1,1,46.56,1
1624,168,20240219,1,1,36.82,1
1625,168,20240221,2,2,123.66999999999999,1
1626,168,20240321,1,1,6.3,1
1627,169,20240101,1,0,31.92,0
1628,169,20240102,1,1,4.25,1
1629,169,20240113,1,1,22.34,1
1630,169,20240224,2,2,18.900000000000002,1
1631,169,20240323,1,1,23.57,0
1632,169,20240324,1,0,47.71,0
1633,169,20240328,1,1,1.24,0
1634,170,20240106,1,1,14.5,1
1635,170,20240107,1,0,29.45,0
1636,170,20240115,1,1,101.28,0
1637,170,20240214,1,1,58.94,1
1638,170,20240218,1,1,19.06,1
1639,170,20240221,1,1,21.49,0
1640,170,20240223,1,0,11.17,0
1641,170,20240227,1,0,8.1,0
1642,170,20240304,1,0,5.86,1
1643,170,20240325,1,1,38.78,0
1644,171,20240110,1,1,23.8,0
1645,171,20240113,1,1,9.42,1
1646,171,20240120,1,1,15.94,1
1647,171,20240124,1,1,84.04,0
1648,171,20240131,1,0,21.76,0
1649,171,20240306,1,1,15.19,0
1650,171,20240318,2,1,50.65,0
1651,171,20240322,1,1,14.95,0
1652,171,20240326,1,1,0.54,1
1653,172,20240114,1,1,13.6,0
1654,172,20240121,1,1,36.94,0
1655,172,20240123,1,1,16.81,0
1656,172,20240130,2,2,54.959999999999994,2
1657,172,20240218,1,1,8.56,1
1658,172,20240228,1,1,10.94,0
1659,172,20240310,1,1,16.79,1
1660,172,20240315,1,0,43.08,0
1661,172,20240323,1,1,27.07,0
1662,172,20240328,1,1,8.78,0
1663,173,20240108,1,1,5.8,0
1664,173,20240112,2,2,23.759999999999998,0
1665,173,20240116,1,0,31.7,0
1666,173,20240123,2,1,36.6,1
1667,173,20240124,1,1,27.08,0
1668,173,20240129,1,1,2.03,0
1669,173,20240226,1,1,41.44,0
1670,173,20240304,2,2,65.43,0
1671,173,20240305,1,0,11.56,0
1672,174,20240117,1,0,10.79,0
1673,174,20240127,1,1,52.6,0
1674,174,20240219,1,1,110.8,0
1675,174,20240220,1,1,13.86,0
1676,174,20240227,1,1,37.87,0
1677,174,20240304,1,1,21.46,0
1678,175,20240122,1,1,25.85,0
1679,175,20240123,2,2,12.41,0
1680,175,20240207,1,1,1.84,0
1681,175,20240225,1,0,29.0,1
1682,175,20240313,1,1,46.95,0
1683,175,20240326,1,1,3.68,1
1684,176,20240108,1,1,86.83,0
1685,176,20240112,1,1,58.73,0
1686,176,20240124,1,1,3.02,0
1687,176,20240128,1,1,20.97,0
1688,176,20240206,1,1,8.4,0
1689,176,20240211,1,1,8.33,1
1690,176,20240219,1,0,21.48,0
1691,176,20240223,1,0,27.87,1
1692,176,20240328,1,0,36.97,0
1693,177,20240105,1,1,4.81,0
1694,177,20240113,2,1,70.19,1
1695,177,20240201,1,0,35.32,0
1696,177,20240212,1,0,26.9,0
1697,177,20240216,1,1,36.54,0
1698,177,20240217,1,1,84.84,0
1699,177,20240312,1,0,9.07,0
1700,177,20240324,1,0,51.7,0
1701,177,20240329,1,1,15.98,1
1702,178,20240112,1,0,6.24,1
1703,178,20240120,1,1,8.51,0
1704,178,20240213,1,0,16.1,0
1705,178,20240216,1,1,17.2,1
1706,178,20240224,1,1,9.88,0
1707,178,20240226,1,1,23.63,1
1708,178,20240307,1,1,29.61,1
1709,178,20240309,1,1,25.69,0
1710,178,20240325,1,1,27.58,1
1711,178,20240329,1,1,149.54,0
1712,179,20240103,1,0,129.68,1
1713,179,20240116,1,0,50.13,0
1714,179,20240121,1,0,3.01,1
1715,179,20240123,1,1,23.83,1
1716,179,20240127,1,1,61.02,0
1717,179,20240130,1,1,22.87,0
1718,179,20240131,1,1,43.2,1
1719,179,20240213,1,0,44.9,1
1720,179,20240221,1,0,100.14,1
1721,179,20240224,1,1,20.83,0
1722,179,20240229,1,1,1.11,1
1723,179,20240311,1,1,23.94,1
1724,179,20240315,1,1,7.18,1
1725,179,20240316,1,1,0.23,1
1726,179,20240318,1,1,2.96,0
1727,179,20240319,1,1,11.02,1
1728,180,20240106,1,1,123.52,1
1729,180,20240111,1,1,78.06,1
1730,180,20240124,1,1,7.53,0
1731,180,20240125,1,1,15.32,0
1732,180,20240207,1,1,4.77,0
1733,180,20240211,1,1,14.78,0
1734,180,20240227,1,1,40.17,0
1735,180,20240314,1,1,13.45,0
1736,181,20240101,1,0,1.73,1
1737,181,20240103,1,1,13.06,1
1738,181,20240115,1,1,63.44,0
1739,181,20240128,1,0,6.62,0
1740,181,20240209,1,1,8.52,0
1741,181,20240302,2,2,28.85,1
1742,181,20240311,1,1,60.13,0
1743,181,20240317,1,1,1.91,1
1744,182,20240111,1,0,10.4,1
1745,182,20240112,1,1,23.29,0
1746,182,20240115,1,1,28.72,1
1747,182,20240125,1,1,44.75,0
1748,182,20240131,1,1,26.65,0
1749,182,20240229,1,1,104.39,1
1750,182,20240318,1,1,5.02,0
1751,183,20240202,1,0,36.04,0
1752,183,20240204,1,0,50.32,1
1753,183,20240307,1,0,17.74,1
1754,183,20240322,1,1,14.19,1
1755,183,20240324,1,0,48.02,1
1756,184,20240110,2,2,32.89,0
1757,184,20240116,2,2,30.2,1
1758,184,20240124,1,1,44.27,1
1759,184,20240202,1,1,57.14,1
1760,184,20240212,1,1,30.0,0
1761,184,20240219,1,1,9.82,0
1762,184,20240307,1,1,25.34,0
1763,184,20240316,1,0,13.25,0
1764,184,20240322,2,1,9.64,0
1765,185,20240112,1,1,28.34,0
1766,185,20240114,1,0,28.01,1
1767,185,20240119,1,1,13.02,0
1768,185,20240125,1,1,24.44,0
1769,185,20240126,1,1,46.43,0
1770,185,20240127,1,1,1.96,0
1771,185,20240131,1,1,24.74,1
1772,185,20240229,1,1,176.64,1
1773,185,20240305,1,1,36.16,0
1774,186,20240123,1,1,137.82,0
1775,186,20240201,1,1,10.45,0
1776,186,20240227,1,1,27.14,0
1777,186,20240308,1,1,5.18,0
1778,186,20240309,1,1,0.5,1
1779,186,20240321,1,1,42.69,0
1780,186,20240323,1,1,12.1,0
1781,186,20240330,1,1,11.39,0
1782,187,20240111,1,1,45.77,0
1783,187,20240121,1,1,0.19,0
1784,187,20240122,1,1,13.18,1
1785,187,20240128,1,0,50.0,1
1786,187,20240131,1,0,46.97,1
1787,187,20240210,1,1,6.94,0
1788,187,20240303,1,0,39.14,0
1789,187,20240304,1,1,6.78,1
1790,187,20240306,1,0,44.05,1
1791,187,20240315,1,1,3.43,0
1792,187,20240326,1,1,62.78,0
1793,188,20240107,1,1,1.85,0
1794,188,20240120,1,1,4.79,1
1795,188,20240124,1,1,47.73,0
1796,188,20240125,1,1,60.04,1
1797,188,20240202,1,1,82.48,0
1798,188,20240218,2,2,8.29,1
1799,188,20240223,1,1,20.9,1
1800,188,20240303,1,1,11.3,0
1801,188,20240316,1,0,27.34,0
1802,189,20240105,1,1,9.56,0
1803,189,20240110,1,1,6.71,1
1804,189,20240117,1,1,13.04,0
1805,189,20240123,1,0,16.72,0
1806,189,20240302,1,1,9.11,0
1807,189,20240317,1,0,21.96,1
1808,189,20240322,1,1,14.73,1
1809,189,20240323,1,1,12.64,0
1810,189,20240330,1,1,1.46,0
1811,190,20240110,2,1,47.92,1
1812,190,20240129,1,1,14.38,1
1813,190,20240206,1,1,10.5,0
1814,190,20240207,1,1,19.3,1
1815,190,20240217,1,1,0.25,0
1816,190,20240315,2,2,160.64,1
1817,190,20240317,1,1,45.57,0
1818,190,20240320,1,1,5.91,0
1819,190,20240323,1,1,59.0,0
1820,191,20240109,1,0,9.44,0
1821,191,20240117,1,1,8.4,0
1822,191,20240124,1,1,1.84,1
1823,191,20240131,1,1,19.51,1
1824,191,20240204,1,1,16.06,0
1825,191,20240303,1,1,1.91,1
1826,192,20240104,1,1,57.09,1
1827,192,20240108,1,1,5.23,1
1828,192,20240209,1,1,34.72,0
1829,192,20240211,1,1,25.53,0
1830,192,20240225,1,1,68.47,0
1831,192,20240306,1,1,57.8,1
1832,192,20240315,1,1,17.71,1
1833,192,20240322,1,0,10.37,0
1834,192,20240327,1,0,27.75,0
1835,193,20240121,1,1,7.58,0
1836,193,20240122,1,0,26.06,1
1837,193,20240208,2,2,51.53,0
1838,193,20240306,1,1,19.24,0
1839,193,20240315,1,1,6.66,0
1840,193,20240320,1,1,23.26,1
1841,193,20240325,1,1,15.85,0
1842,194,20240102,1,1,6.44,0
1843,194,20240112,1,1,15.12,1
1844,194,20240120,1,1,32.24,0
1845,194,20240209,1,0,8.97,1
1846,194,20240221,1,1,3.35,1
1847,194,20240222,1,1,25.27,0
1848,194,20240223,1,1,86.54,0
1849,194,20240227,1,0,28.43,0
1850,194,20240301,2,2,85.97999999999999,0
1851,194,20240303,1,1,22.02,1
1852,194,20240308,1,0,19.8,0
1853,194,20240318,1,1,8.98,0
1854,194,20240327,1,1,94.25,0
1855,195,20240107,1,1,5.39,1
1856,195,20240117,1,1,11.75,1
1857,195,20240124,1,1,9.18,0
1858,195,20240126,1,1,29.16,0
1859,195,20240211,1,1,2.39,0
1860,195,20240228,1,1,15.72,0
1861,195,20240301,1,0,54.84,0
1862,195,20240322,1,1,2.77,0
1863,196,20240109,1,1,2.69,1
1864,196,20240113,1,1,16.53,0
1865,196,20240120,1,1,3.91,1
1866,196,20240128,1,1,1.49,1
1867,196,20240201,1,0,1.39,1
1868,196,20240225,1,1,9.06,1
1869,196,20240302,1,1,117.69,1
1870,196,20240310,1,0,81.08,0
1871,196,20240314,1,1,9.97,1
1872,197,20240122,1,1,10.32,1
1873,197,20240124,1,0,27.21,1
1874,197,20240127,1,1,2.64,1
1875,197,20240212,1,1,23.54,1
1876,197,20240301,1,1,26.23,1
1877,197,20240324,1,1,21.51,1
1878,198,20240112,2,2,36.6,2
1879,198,20240117,1,1,45.54,0
1880,198,20240125,1,1,78.16,0
1881,198,20240126,1,1,56.43,1
1882,198,20240129,1,1,16.04,0
1883,198,20240131,1,1,46.39,1
1884,198,20240208,1,1,12.64,0
1885,198,20240223,1,1,16.48,1
1886,198,20240224,1,1,15.74,1
1887,198,20240305,1,1,27.16,0
1888,198,20240321,1,1,14.54,0
1889,198,20240322,1,0,38.48,0
1890,199,20240105,1,1,7.71,0
1891,199,20240116,2,2,35.5,0
1892,199,20240118,1,0,35.96,0
1893,199,20240120,1,0,0.0,0
1894,199,20240208,1,1,14.61,0
1895,199,20240217,1,1,0.86,0
1896,199,20240220,1,1,35.6,0
1897,199,20240303,1,1,9.08,0
1898,199,20240307,1,0,0.12,0
1899,199,20240321,1,1,19.9,0
1900,199,20240330,1,1,3.07,0
1901,200,20240104,1,1,0.79,0
1902,200,20240131,1,1,7.03,0
1903,200,20240214,2,1,56.68,1
1904,200,20240223,1,1,9.35,0
1905,200,20240320,1,0,4.93,1
1906,200,20240323,1,1,54.3,1
1907,200,20240326,1,1,23.46,0
