driver_daily_id,driver_id,date_id,trips_completed,hours_active,earnings,incentives_earned
1246,39,20240216,2,0.97,22.03,4.21
1247,39,20240217,1,0.44,17.35,0.0
1248,39,20240224,0,0.0,12.33,3.83
1249,39,20240226,0,0.0,38.61,0.0
1250,39,20240228,1,0.57,62.85,4.23
1251,39,20240301,1,0.43,46.21,0.0
1252,39,20240306,1,0.46,1.7,0.0
1253,39,20240307,1,0.36,75.92,0.0
1254,39,20240308,2,0.94,99.19999999999999,0.0
1255,39,20240312,1,0.43,31.08,0.0
1256,39,20240318,1,0.6,0.71,0.0
1257,39,20240322,2,0.92,10.2,0.0
1258,39,20240324,0,0.0,51.7,0.0
1259,39,20240325,0,0.0,0.44,0.0
1260,39,20240326,1,0.38,0.54,2.93
1261,39,20240328,0,0.0,11.58,0.0
1262,39,20240329,1,0.55,36.88,0.0
1263,39,20240330,1,0.44,16.93,0.0
1264,40,20240106,1,0.37,7.18,2.55
1265,40,20240112,1,0.39,12.24,0.0
1266,40,20240113,0,0.0,31.12,0.0
1267,40,20240118,1,0.6,4.65,0.0
1268,40,20240121,0,0.0,3.01,4.16
1269,40,20240123,1,0.48,43.58,0.0
1270,40,20240129,0,0.0,17.48,0.0
1271,40,20240131,1,0.55,17.29,0.0
1272,40,20240203,1,0.48,34.28,4.19
1273,40,20240204,1,0.31,43.41,0.0
1274,40,20240206,0,0.0,21.37,1.85
1275,40,20240208,1,0.59,31.96,0.0
1276,40,20240210,2,1.12,19.92,0.0
1277,40,20240214,1,0.45,10.97,1.08
1278,40,20240215,2,0.87,49.31999999999999,5.3
1279,40,20240216,2,0.62,17.65,6.59
1280,40,20240221,2,0.88,47.22,1.19
1281,40,20240222,1,0.34,27.11,4.25
1282,40,20240223,0,0.0,27.87,2.03
1283,40,20240224,0,0.0,7.74,0.0
1284,40,20240226,1,0.45,7.21,0.0
1285,40,20240227,1,0.54,45.33,0.0
1286,40,20240302,0,0.0,2.25,0.0
1287,40,20240305,1,0.4,29.52,2.51
1288,40,20240308,1,0.37,2.81,1.45
1289,40,20240311,1,0.53,18.369999999999997,2.17
1290,40,20240313,1,0.45,24.14,0.0
1291,40,20240315,1,0.34,22.35,1.92
1292,40,20240316,1,0.37,146.82,0.0
1293,40,20240318,1,0.42,58.0,0.0
1294,40,20240319,0,0.0,5.3,2.07
1295,40,20240324,0,0.0,47.71,0.0
1296,40,20240326,1,0.42,7.32,1.87
1297,40,20240330,1,0.32,1.46,0.0
1298,40,20240331,0,0.0,1.64,3.84
1299,41,20240101,1,0.33,0.07,0.0
1300,41,20240103,1,0.59,51.6,0.0
1301,41,20240105,1,0.4,4.81,0.0
1302,41,20240106,0,0.0,32.14,0.0
1303,41,20240109,0,0.0,5.36,0.0
1304,41,20240111,1,0.34,24.91,3.66
1305,41,20240116,1,0.4,73.41,0.0
1306,41,20240121,1,0.34,26.7,0.0
1307,41,20240122,1,0.58,7.25,0.0
1308,41,20240124,1,0.36,84.04,0.0
1309,41,20240125,1,0.46,4.59,0.0
1310,41,20240126,2,0.64,75.4,0.0
1311,41,20240127,1,0.38,4.22,1.64
1312,41,20240202,1,0.32,77.66,7.09
1313,41,20240205,0,0.0,27.48,0.0
1314,41,20240206,3,1.7,53.53,1.59
1315,41,20240209,0,0.0,31.09,0.0
1316,41,20240211,1,0.38,20.7,0.0
1317,41,20240217,1,0.47,84.84,0.0
1318,41,20240218,1,0.4,38.57,0.0
1319,41,20240220,1,0.31,35.6,0.0
1320,41,20240222,1,0.45,0.03,0.0
1321,41,20240223,1,0.31,16.77,0.0
1322,41,20240225,1,0.37,12.07,0.0
1323,41,20240227,1,0.35,19.01,3.06
1324,41,20240228,1,0.55,91.17,1.01
1325,41,20240301,1,0.35,45.39,0.0
1326,41,20240303,1,0.38,3.45,0.0
1327,41,20240306,1,0.41,32.6,0.0
1328,41,20240309,2,0.83,1.44,3.48
1329,41,20240310,1,0.4,4.39,1.48
1330,41,20240311,1,0.37,52.71,0.0
1331,41,20240315,1,0.35,66.28,0.0
1332,41,20240317,2,1.01,68.82000000000001,0.0
1333,41,20240319,1,0.33,8.21,0.0
1334,41,20240320,1,0.49,8.07,4.32
1335,41,20240321,1,0.43,14.54,0.0
1336,41,20240325,1,0.49,0.38,0.0
1337,41,20240327,1,0.33,12.69,2.04
1338,41,20240330,2,1.07,11.57,3.48
1339,42,20240102,1,0.33,5.82,3.53
1340,42,20240108,1,0.52,63.79,0.0
1341,42,20240124,1,0.54,74.69,0.0
1342,42,20240131,1,0.47,7.03,0.0
1343,42,20240201,1,0.37,27.31,2.82
1344,42,20240202,1,0.4,7.22,0.0
1345,42,20240205,1,0.3,37.87,0.0
1346,42,20240206,1,0.46,3.76,3.87
1347,42,20240213,0,0.0,5.87,2.75
1348,42,20240216,1,0.31,50.09,0.0
1349,42,20240217,1,0.55,23.89,0.0
1350,42,20240218,1,0.43,0.33,1.12
1351,42,20240223,1,0.54,23.16,3.17
1352,42,20240225,1,0.41,30.74,4.76
1353,42,20240227,0,0.0,8.1,0.0
1354,42,20240301,1,0.48,21.22,0.0
1355,42,20240302,1,0.51,5.04,0.0
1356,42,20240303,2,1.14,19.689999999999998,0.0
1357,42,20240306,1,0.57,0.17,2.4
1358,42,20240307,1,0.43,76.05,0.0
1359,42,20240309,1,0.32,1.71,0.0
1360,42,20240314,1,0.42,20.16,4.61
1361,42,20240319,2,0.89,29.03,1.16
1362,42,20240324,1,0.31,13.86,2.21
1363,42,20240326,2,0.67,39.56,1.45
1364,42,20240327,1,0.59,133.0,2.97
1365,42,20240331,1,0.56,49.74,0.0
1366,43,20240101,1,0.35,30.66,2.36
1367,43,20240106,1,0.49,2.94,0.0
1368,43,20240110,1,0.51,17.4,0.0
1369,43,20240114,2,0.86,22.08,6.42
1370,43,20240117,1,0.55,54.34,0.0
1371,43,20240120,0,0.0,20.82,1.3
1372,43,20240121,1,0.38,23.18,2.34
1373,43,20240123,1,0.39,1.2,0.0
1374,43,20240124,1,0.3,7.53,0.0
1375,43,20240125,1,0.57,0.62,0.0
1376,43,20240203,1,0.47,65.23,3.46
1377,43,20240207,2,0.66,43.54,2.74
1378,43,20240208,1,0.43,21.97,0.0
1379,43,20240222,1,0.38,20.5,0.0
1380,43,20240224,3,1.16,19.09,0.0
1381,43,20240229,1,0.3,11.45,4.86
1382,43,20240301,1,0.59,4.72,0.0
1383,43,20240302,1,0.34,45.86,1.62
1384,43,20240303,1,0.31,6.7,0.0
1385,43,20240304,1,0.43,12.32,0.0
1386,43,20240306,1,0.56,5.67,0.0
1387,43,20240307,0,0.0,29.92,4.07
1388,43,20240308,1,0.4,65.02,0.0
1389,43,20240310,1,0.54,4.42,0.0
1390,43,20240326,1,0.54,39.43,0.0
1391,43,20240328,0,0.0,3.05,0.0
1392,43,20240331,1,0.32,35.6,4.82
1393,44,20240103,1,0.58,26.68,0.0
1394,44,20240104,0,0.0,36.91,3.67
1395,44,20240106,1,0.51,14.5,4.93
1396,44,20240109,1,0.34,62.28,0.0
1397,44,20240110,1,0.34,45.74,3.41
1398,44,20240111,1,0.43,0.04,0.0
1399,44,20240112,2,0.83,15.67,0.0
1400,44,20240114,0,0.0,25.94,0.0
1401,44,20240118,1,0.41,0.62,3.79
1402,44,20240119,2,0.88,47.36,0.0
1403,44,20240120,1,0.44,4.79,2.91
1404,44,20240123,1,0.31,31.55,0.0
1405,44,20240126,1,0.6,8.08,0.0
1406,44,20240128,0,0.0,19.89,0.0
1407,44,20240130,2,0.82,96.55,6.24
1408,44,20240202,1,0.57,82.48,0.0
1409,44,20240207,1,0.59,25.450000000000003,0.0
1410,44,20240211,1,0.4,5.88,3.52
1411,44,20240223,0,0.0,6.92,0.0
1412,44,20240225,0,0.0,2.58,0.0
1413,44,20240226,1,0.37,28.849999999999998,0.0
1414,44,20240303,1,0.56,2.88,0.0
1415,44,20240304,1,0.32,47.67,0.0
1416,44,20240308,1,0.53,24.1,3.97
1417,44,20240310,2,0.9,18.009999999999998,4.29
1418,44,20240311,1,0.58,0.8,0.0
1419,44,20240312,1,0.53,3.37,1.13
1420,44,20240314,1,0.43,4.85,1.75
1421,44,20240319,1,0.3,5.29,0.0
1422,44,20240320,1,0.58,23.2,1.75
1423,44,20240321,1,0.52,39.43,0.0
1424,44,20240323,1,0.43,19.32,0.0
1425,44,20240328,1,0.34,1.24,0.0
1426,45,20240115,1,0.44,1.87,4.33
1427,45,20240116,1,0.49,18.58,2.8
1428,45,20240117,2,0.68,51.769999999999996,1.7
1429,45,20240120,1,0.43,21.32,2.47
1430,45,20240123,2,0.77,43.14,2.22
1431,45,20240124,1,0.39,19.9,3.21
1432,45,20240125,1,0.44,24.44,0.0
1433,45,20240126,1,0.5,46.2,1.12
1434,45,20240127,1,0.52,29.28,0.0
1435,45,20240129,3,1.65,34.83,7.59
1436,45,20240131,1,0.46,10.57,0.0
1437,45,20240206,1,0.53,8.4,0.0
1438,45,20240207,0,0.0,4.49,2.22
1439,45,20240208,1,0.47,20.37,0.0
1440,45,20240209,0,0.0,18.56,3.4
1441,45,20240211,1,0.57,25.53,0.0
1442,45,20240214,0,0.0,3.91,0.0
1443,45,20240215,1,0.54,10.59,3.53
1444,45,20240217,1,0.41,46.48,0.0
1445,45,20240220,2,0.92,31.089999999999996,0.0
1446,45,20240226,0,0.0,40.92,0.0
1447,45,20240227,1,0.44,40.17,0.0
1448,45,20240229,1,0.52,30.69,1.05
1449,45,20240302,0,0.0,21.37,0.0
1450,45,20240304,1,0.4,81.53,0.0
1451,45,20240307,1,0.32,7.31,1.47
1452,45,20240309,2,0.95,47.71,0.0
1453,45,20240310,1,0.57,7.36,2.39
1454,45,20240311,1,0.44,48.22,0.0
1455,45,20240312,1,0.54,7.71,0.0
1456,45,20240315,1,0.42,41.870000000000005,3.5
1457,45,20240316,1,0.59,25.28,1.67
1458,45,20240318,0,0.0,13.18,0.0
1459,45,20240321,1,0.47,79.5,1.43
1460,45,20240322,1,0.45,14.19,3.22
1461,45,20240323,1,0.48,5.11,0.0
1462,45,20240324,1,0.53,1.22,2.38
1463,45,20240327,1,0.58,49.03,0.0
1464,45,20240328,0,0.0,44.58,0.0
1465,46,20240103,1,0.36,23.2,3.21
1466,46,20240104,1,0.53,10.97,4.16
1467,46,20240105,1,0.31,6.15,3.61
1468,46,20240111,1,0.33,17.380000000000003,3.68
1469,46,20240115,1,0.55,0.87,0.0
1470,46,20240116,2,0.71,52.49,3.15
1471,46,20240121,1,0.35,0.43,4.94
1472,46,20240122,1,0.52,11.8,2.26
1473,46,20240124,1,0.32,2.53,2.16
1474,46,20240125,1,0.45,48.01,0.0
1475,46,20240126,1,0.34,53.53,0.0
1476,46,20240204,1,0.38,65.58,2.78
1477,46,20240206,2,1.08,52.45,2.44
1478,46,20240207,1,0.31,4.77,0.0
1479,46,20240209,1,0.4,115.16,0.0
1480,46,20240210,1,0.53,2.29,0.0
1481,46,20240211,2,1.14,35.03,2.64
1482,46,20240215,0,0.0,0.59,0.0
1483,46,20240220,0,0.0,74.6,0.0
1484,46,20240222,1,0.5,5.9,3.39
1485,46,20240224,1,0.54,17.51,0.0
1486,46,20240228,2,0.86,20.55,6.66
1487,46,20240229,2,0.71,212.85999999999999,6.54
1488,46,20240306,0,0.0,71.74,3.39
1489,46,20240310,1,0.38,18.48,0.0
1490,46,20240311,1,0.55,13.59,3.33
1491,46,20240312,1,0.52,43.09,0.0
1492,46,20240317,1,0.56,42.47,0.0
1493,46,20240319,2,0.72,91.52,1.06
1494,46,20240324,0,0.0,48.02,1.81
1495,46,20240326,2,0.98,85.63999999999999,8.59
1496,47,20240101,1,0.37,44.800000000000004,2.42
1497,47,20240104,2,1.07,43.22,2.8
1498,47,20240106,1,0.4,26.37,2.25
1499,47,20240108,3,1.42,33.11,5.2
1500,47,20240110,1,0.57,14.9,3.18
1501,47,20240112,2,0.95,73.85,4.17
1502,47,20240113,1,0.54,5.15,2.87
1503,47,20240114,1,0.35,46.02,4.42
1504,47,20240115,1,0.38,10.28,0.0
1505,47,20240118,1,0.49,72.42,0.0
1506,47,20240120,1,0.37,24.31,0.0
1507,47,20240123,1,0.32,23.83,3.61
1508,47,20240124,0,0.0,27.21,1.84
1509,47,20240127,1,0.5,28.53,4.41
1510,47,20240130,2,0.96,28.64,3.9
1511,47,20240201,1,0.45,13.97,0.0
1512,47,20240208,1,0.3,0.37,0.0
1513,47,20240214,1,0.44,13.1,0.0
1514,47,20240215,1,0.53,58.0,4.55
1515,47,20240217,1,0.59,48.24,0.0
1516,47,20240219,0,0.0,15.79,3.15
1517,47,20240224,2,1.12,17.86,3.28
1518,47,20240227,1,0.48,11.07,0.0
1519,47,20240228,1,0.58,19.58,0.0
1520,47,20240302,1,0.45,4.59,0.0
1521,47,20240308,2,0.89,35.61,0.0
1522,47,20240315,3,1.79,110.13999999999999,7.21
1523,47,20240319,1,0.52,48.06,3.41
1524,47,20240320,1,0.49,5.91,0.0
1525,47,20240321,2,0.66,69.19,0.0
1526,47,20240322,1,0.38,36.9,3.9
1527,47,20240325,2,0.66,62.46,0.0
1528,47,20240327,1,0.45,94.25,0.0
1529,47,20240329,1,0.36,201.7,3.27
1530,47,20240331,1,0.34,7.91,0.0
1531,48,20240101,2,0.69,7.65,0.0
1532,48,20240103,1,0.42,1.01,0.0
1533,48,20240109,1,0.44,11.89,0.0
1534,48,20240111,1,0.43,71.37,0.0
1535,48,20240112,1,0.37,28.34,0.0
1536,48,20240113,1,0.39,3.72,0.0
1537,48,20240116,0,0.0,31.7,0.0
1538,48,20240122,0,0.0,16.88,1.0
1539,48,20240123,1,0.47,62.82,0.0
1540,48,20240124,1,0.45,29.41,0.0
1541,48,20240125,1,0.49,15.32,0.0
1542,48,20240131,0,0.0,30.51,0.0
1543,48,20240201,1,0.36,115.62,0.0
1544,48,20240203,1,0.34,3.3,2.1
1545,48,20240204,1,0.48,39.74,1.17
1546,48,20240207,1,0.46,23.38,2.46
1547,48,20240213,2,0.92,8.65,2.12
1548,48,20240222,1,0.46,35.88,0.0
1549,48,20240224,1,0.34,1.14,1.01
1550,48,20240227,1,0.55,7.58,0.0
1551,48,20240302,1,0.59,9.51,0.0
1552,48,20240306,1,0.5,57.8,1.16
1553,48,20240307,0,0.0,17.74,2.39
1554,48,20240308,1,0.46,57.12,1.85
1555,48,20240311,1,0.46,37.66,1.59
1556,48,20240316,1,0.39,5.73,1.71
1557,48,20240319,1,0.55,0.9,0.0
1558,48,20240320,1,0.3,23.53,0.0
1559,48,20240323,0,0.0,30.09,0.0
1560,48,20240324,1,0.56,51.72,0.0
1561,48,20240326,1,0.58,3.68,2.3
1562,48,20240329,1,0.5,86.22,1.96
1563,49,20240102,0,0.0,104.77,4.32
1564,49,20240105,1,0.6,18.4,0.0
1565,49,20240106,0,0.0,17.58,0.0
1566,49,20240110,0,0.0,21.98,1.5
1567,49,20240113,1,0.44,9.01,4.54
1568,49,20240116,2,0.87,6.07,0.0
1569,49,20240118,3,1.67,63.44,0.0
1570,49,20240121,1,0.5,26.26,0.0
1571,49,20240122,2,0.7,6.88,0.0
1572,49,20240124,0,0.0,27.58,0.0
1573,49,20240125,2,1.1,94.47999999999999,0.0
1574,49,20240127,0,0.0,10.92,2.62
1575,49,20240129,1,0.32,1.81,0.0
1576,49,20240130,1,0.46,126.93,0.0
1577,49,20240131,1,0.45,61.42,0.0
1578,49,20240204,1,0.56,24.66,0.0
1579,49,20240205,1,0.32,9.69,0.0
1580,49,20240206,1,0.35,0.21,3.41
1581,49,20240207,1,0.31,12.66,2.68
1582,49,20240210,0,0.0,56.59,3.89
1583,49,20240217,1,0.6,29.05,0.0
1584,49,20240219,1,0.32,14.02,0.0
1585,49,20240220,1,0.41,8.06,0.0
1586,49,20240223,1,0.31,4.91,3.06
1587,49,20240225,1,0.4,25.71,0.0
1588,49,20240226,1,0.52,17.11,0.0
1589,49,20240227,1,0.34,5.69,1.8
1590,49,20240304,1,0.33,27.32,4.92
1591,49,20240309,2,0.64,57.76,2.11
1592,49,20240311,1,0.58,27.66,2.22
1593,49,20240312,1,0.39,18.89,1.05
1594,49,20240315,1,0.59,17.46,3.35
1595,49,20240317,1,0.4,161.19,3.8
1596,49,20240322,0,0.0,1.65,0.0
1597,49,20240324,1,0.59,0.58,0.0
1598,49,20240327,1,0.56,2.91,0.0
1599,49,20240331,0,0.0,5.51,0.0
1600,50,20240102,1,0.46,84.14,0.0
1601,50,20240105,1,0.36,43.32,0.0
1602,50,20240107,1,0.3,37.82,1.45
1603,50,20240109,1,0.47,5.48,0.0
1604,50,20240110,2,1.2,42.97,1.17
1605,50,20240119,0,0.0,10.86,0.0
1606,50,20240122,0,0.0,18.15,0.0
1607,50,20240124,1,0.55,11.69,0.0
1608,50,20240128,2,0.61,214.91,5.11
1609,50,20240131,1,0.41,1.36,1.55
1610,50,20240201,1,0.33,7.93,0.0
1611,50,20240202,1,0.54,44.74,0.0
1612,50,20240205,1,0.38,0.11,4.89
1613,50,20240208,0,0.0,8.95,2.57
1614,50,20240211,0,0.0,16.21,4.38
1615,50,20240212,0,0.0,26.9,0.0
1616,50,20240219,1,0.33,79.76,0.0
1617,50,20240226,1,0.55,0.44,1.83
1618,50,20240228,2,0.93,47.18,2.99
1619,50,20240303,2,0.69,22.560000000000002,4.59
1620,50,20240312,1,0.52,5.86,0.0
1621,50,20240318,0,0.0,25.78,0.0
1622,50,20240320,1,0.36,23.26,4.15
1623,50,20240321,1,0.47,29.939999999999998,6.38
1624,50,20240324,1,0.57,10.08,1.02
1625,50,20240327,1,0.55,29.4,0.0
1626,50,20240331,1,0.51,20.52,4.29
