trip_id,user_id,driver_id,product_id,city_id,request_date,request_date_id,pickup_date_id,dropoff_date_id,status,distance_km,surge_multiplier,fare,incentive_id,incentive_amount
542,145,37,2,6,2024-03-25,20240325,20240325,20240325,completed,3.48,2.16,22.55,1.0,4.65
543,194,21,1,2,2024-03-18,20240318,20240318,20240318,completed,1.61,1.86,8.98,,0.0
544,53,18,1,7,2024-02-02,20240202,20240202,20240202,completed,5.23,1.14,17.89,,0.0
545,104,5,3,2,2024-01-10,20240110,20240110,20240110,cancelled_driver,6.39,1.65,31.63,2.0,2.46
546,104,3,2,10,2024-03-23,20240323,20240323,20240323,completed,9.93,1.88,56.01,,0.0
547,179,23,1,8,2024-01-30,20240130,20240130,20240130,completed,3.23,2.36,22.87,,0.0
548,39,26,3,8,2024-01-22,20240122,20240122,20240122,completed,25.97,1.28,99.72,2.0,1.53
549,179,37,1,1,2024-01-03,20240103,20240103,20240103,cancelled_user,19.56,2.21,129.68,1.0,4.26
550,198,24,1,8,2024-03-22,20240322,20240322,20240322,cancelled_user,10.69,1.2,38.48,,0.0
551,134,49,2,2,2024-03-15,20240315,20240315,20240315,completed,4.28,1.36,17.46,1.0,3.35
552,67,19,2,6,2024-02-17,20240217,20240217,20240217,completed,2.54,1.37,10.44,1.0,4.04
553,135,25,1,1,2024-01-02,20240102,20240102,20240102,completed,2.27,2.32,15.8,,0.0
554,179,21,1,5,2024-03-16,20240316,20240316,20240316,completed,0.06,1.3,0.23,1.0,1.68
555,200,12,2,7,2024-02-23,20240223,20240223,20240223,completed,1.43,2.18,9.35,,0.0
556,42,41,3,10,2024-01-06,20240106,20240106,20240106,cancelled_user,6.34,1.69,32.14,,0.0
557,192,33,2,1,2024-02-09,20240209,20240209,20240209,completed,4.63,2.5,34.72,,0.0
558,15,50,1,2,2024-01-02,20240102,20240102,20240102,completed,12.41,2.26,84.14,,0.0
559,111,4,3,7,2024-03-13,20240313,20240313,20240313,completed,0.26,2.11,1.65,,0.0
560,157,42,1,6,2024-01-02,20240102,20240102,20240102,completed,0.84,2.31,5.82,1.0,3.53
561,33,7,3,3,2024-03-14,20240314,20240314,20240314,cancelled_user,7.79,1.95,45.57,1.0,2.39
562,155,22,1,10,2024-02-24,20240224,20240224,20240224,cancelled_user,2.22,2.27,15.12,,0.0
563,164,33,3,2,2024-03-12,20240312,20240312,20240312,completed,0.63,1.39,2.63,2.0,4.01
564,157,17,3,10,2024-02-29,20240229,20240229,20240229,completed,28.2,1.15,97.29,1.0,1.27
565,38,24,1,4,2024-01-06,20240106,20240106,20240106,completed,7.74,1.92,44.58,,0.0
566,185,34,3,3,2024-01-19,20240119,20240119,20240119,completed,2.63,1.65,13.02,,0.0
567,97,28,2,7,2024-01-27,20240127,20240127,20240127,completed,8.67,1.64,42.66,2.0,3.42
568,155,43,1,8,2024-01-01,20240101,20240101,20240101,completed,5.71,1.79,30.66,1.0,2.36
569,183,41,2,2,2024-02-02,20240202,20240202,20240202,cancelled_user,7.8,1.54,36.04,,0.0
570,33,39,1,10,2024-02-09,20240209,20240209,20240209,completed,8.44,1.94,49.12,,0.0
571,196,22,3,7,2024-02-01,20240201,20240201,20240201,cancelled_user,0.44,1.05,1.39,1.0,1.13
572,86,49,3,8,2024-03-09,20240309,20240309,20240309,completed,4.88,2.45,35.87,1.0,2.11
573,66,17,3,6,2024-01-17,20240117,20240117,20240117,cancelled_user,0.03,2.39,0.22,,0.0
574,10,34,1,6,2024-01-08,20240108,20240108,20240108,completed,0.22,2.4,1.58,,0.0
575,5,6,2,10,2024-02-26,20240226,20240226,20240226,completed,11.72,1.55,54.5,,0.0
576,123,46,2,1,2024-02-11,20240211,20240211,20240211,completed,3.75,1.8,20.25,2.0,2.64
577,74,6,1,4,2024-01-09,20240109,20240109,20240109,cancelled_user,6.66,2.43,48.55,,0.0
578,97,34,1,1,2024-03-27,20240327,20240327,20240327,completed,9.12,2.35,64.3,,0.0
579,118,1,2,4,2024-02-04,20240204,20240204,20240204,completed,14.94,2.19,98.16,1.0,1.56
580,38,10,2,2,2024-03-11,20240311,20240311,20240311,completed,10.18,1.61,49.17,2.0,1.46
581,141,21,2,5,2024-03-19,20240319,20240319,20240319,completed,3.3,1.85,18.31,2.0,2.2
582,159,5,2,10,2024-02-22,20240222,20240222,20240222,completed,2.05,2.19,13.47,,0.0
583,47,2,1,9,2024-02-23,20240223,20240223,20240223,cancelled_user,0.84,1.41,3.55,,0.0
584,109,22,1,10,2024-03-24,20240324,20240324,20240324,completed,2.56,1.94,14.9,,0.0
585,180,48,3,3,2024-01-25,20240125,20240125,20240125,completed,2.28,2.24,15.32,,0.0
586,184,2,2,8,2024-03-07,20240307,20240307,20240307,completed,4.1,2.06,25.34,,0.0
587,15,10,3,3,2024-03-02,20240302,20240302,20240302,completed,5.48,1.72,28.28,,0.0
588,157,34,1,6,2024-02-24,20240224,20240224,20240224,completed,19.16,1.88,108.06,2.0,1.37
589,136,16,1,4,2024-02-15,20240215,20240215,20240215,completed,6.52,2.48,48.51,2.0,1.73
590,5,48,3,8,2024-01-24,20240124,20240124,20240124,completed,5.16,1.9,29.41,,0.0
591,157,39,2,6,2024-02-15,20240215,20240215,20240215,completed,2.04,2.18,13.34,1.0,3.02
592,47,22,2,8,2024-01-22,20240122,20240122,20240122,cancelled_driver,0.18,2.09,1.13,,0.0
593,68,12,2,1,2024-01-11,20240111,20240111,20240111,completed,1.7,2.05,10.45,1.0,1.19
594,76,24,2,6,2024-02-17,20240217,20240217,20240217,completed,7.31,2.07,45.4,2.0,4.63
595,173,47,3,1,2024-01-08,20240108,20240108,20240108,completed,1.15,1.68,5.8,,0.0
596,130,40,3,1,2024-02-08,20240208,20240208,20240208,completed,6.23,1.71,31.96,,0.0
597,155,38,1,8,2024-02-04,20240204,20240204,20240204,completed,4.33,1.7,22.08,,0.0
598,95,10,2,7,2024-02-18,20240218,20240218,20240218,completed,0.94,1.05,2.96,,0.0
599,115,35,2,3,2024-02-15,20240215,20240215,20240215,cancelled_user,1.52,1.36,6.2,2.0,2.3
600,164,49,2,6,2024-02-07,20240207,20240207,20240207,completed,3.43,1.23,12.66,2.0,2.68
601,36,32,3,9,2024-01-08,20240108,20240108,20240108,completed,2.71,2.33,18.94,,0.0
602,26,7,2,7,2024-02-23,20240223,20240223,20240223,completed,7.54,1.41,31.89,2.0,2.41
603,43,21,3,3,2024-02-06,20240206,20240206,20240206,completed,6.63,1.21,24.07,2.0,3.51
604,27,20,2,6,2024-03-31,20240331,20240331,20240331,completed,4.27,1.18,15.12,,0.0
605,69,26,2,4,2024-02-09,20240209,20240209,20240209,completed,8.64,2.05,53.14,1.0,4.19
606,148,4,1,3,2024-02-03,20240203,20240203,20240203,completed,4.14,1.01,12.54,,0.0
607,11,46,2,9,2024-03-19,20240319,20240319,20240319,completed,16.68,1.71,85.57,,0.0
608,74,22,2,10,2024-01-17,20240117,20240117,20240117,completed,1.22,1.18,4.32,,0.0
609,104,15,1,2,2024-02-02,20240202,20240202,20240202,completed,6.26,2.27,42.63,,0.0
610,38,40,3,1,2024-02-16,20240216,20240216,20240216,completed,2.31,2.44,16.91,1.0,2.97
611,134,21,3,2,2024-02-21,20240221,20240221,20240221,completed,1.64,2.44,12.0,,0.0
612,200,15,2,7,2024-03-20,20240320,20240320,20240320,cancelled_user,0.99,1.66,4.93,1.0,1.53
613,23,22,3,10,2024-01-09,20240109,20240109,20240109,completed,4.02,1.97,23.76,1.0,1.65
614,47,28,2,1,2024-02-02,20240202,20240202,20240202,completed,1.21,1.9,6.9,,0.0
615,90,14,1,6,2024-02-29,20240229,20240229,20240229,cancelled_user,1.12,1.53,5.14,2.0,3.25
616,46,27,1,7,2024-03-17,20240317,20240317,20240317,completed,23.3,1.67,116.73,,0.0
617,107,41,2,9,2024-01-21,20240121,20240121,20240121,completed,8.09,1.1,26.7,,0.0
618,140,40,1,8,2024-02-27,20240227,20240227,20240227,completed,6.9,2.19,45.33,,0.0
619,141,28,1,6,2024-03-25,20240325,20240325,20240325,completed,7.9,1.36,32.23,,0.0
620,104,26,2,3,2024-03-09,20240309,20240309,20240309,cancelled_user,17.36,1.69,88.02,1.0,2.71
621,190,49,2,8,2024-01-10,20240110,20240110,20240110,cancelled_driver,4.26,1.72,21.98,2.0,1.5
622,111,2,1,7,2024-01-06,20240106,20240106,20240106,completed,1.24,1.84,6.84,2.0,3.12
623,104,25,3,3,2024-01-13,20240113,20240113,20240113,completed,9.91,2.23,66.3,2.0,2.53
624,60,3,3,9,2024-03-05,20240305,20240305,20240305,completed,6.79,2.04,41.55,1.0,1.55
625,171,8,2,2,2024-01-20,20240120,20240120,20240120,completed,2.67,1.99,15.94,1.0,4.93
626,100,44,2,3,2024-02-26,20240226,20240226,20240226,completed,3.21,1.79,17.24,,0.0
627,68,33,3,2,2024-02-15,20240215,20240215,20240215,completed,2.65,1.14,9.06,,0.0
628,133,42,1,1,2024-01-08,20240108,20240108,20240108,completed,13.29,1.6,63.79,,0.0
629,120,35,3,4,2024-01-10,20240110,20240110,20240110,completed,2.1,2.44,15.37,,0.0
630,37,6,3,5,2024-03-13,20240313,20240313,20240313,completed,16.55,2.49,123.63,,0.0
631,72,39,3,6,2024-03-07,20240307,20240307,20240307,completed,12.05,2.1,75.92,,0.0
632,127,23,3,5,2024-01-11,20240111,20240111,20240111,cancelled_user,4.98,1.34,20.02,,0.0
633,106,25,2,1,2024-01-12,20240112,20240112,20240112,completed,4.34,1.15,14.97,1.0,1.97
634,92,50,2,3,2024-01-10,20240110,20240110,20240110,cancelled_user,2.31,1.62,11.23,,0.0
635,31,43,1,1,2024-01-25,20240125,20240125,20240125,completed,0.09,2.28,0.62,,0.0
636,122,19,1,5,2024-02-18,20240218,20240218,20240218,completed,0.68,2.08,4.24,1.0,1.12
637,137,5,1,5,2024-02-18,20240218,20240218,20240218,completed,7.02,2.33,49.07,1.0,2.36
638,51,11,1,6,2024-03-29,20240329,20240329,20240329,completed,3.19,1.92,18.37,1.0,3.34
639,29,12,3,8,2024-01-11,20240111,20240111,20240111,completed,0.81,1.2,2.92,,0.0
640,40,10,2,10,2024-03-02,20240302,20240302,20240302,completed,1.53,1.17,5.37,,0.0
641,41,8,2,1,2024-02-05,20240205,20240205,20240205,completed,14.77,1.07,47.41,2.0,2.78
642,11,24,1,4,2024-02-08,20240208,20240208,20240208,completed,2.29,1.85,12.71,2.0,1.42
643,151,28,1,10,2024-02-22,20240222,20240222,20240222,completed,11.91,1.36,48.59,,0.0
644,1,41,3,1,2024-03-30,20240330,20240330,20240330,completed,1.82,2.1,11.47,2.0,3.48
645,46,36,3,9,2024-03-18,20240318,20240318,20240318,completed,3.92,2.03,23.87,1.0,1.15
646,101,37,1,7,2024-02-25,20240225,20240225,20240225,cancelled_driver,0.1,1.48,0.44,2.0,2.16
647,149,21,2,7,2024-01-01,20240101,20240101,20240101,completed,3.69,1.27,14.06,,0.0
648,90,8,2,5,2024-02-25,20240225,20240225,20240225,completed,5.07,1.15,17.49,,0.0
649,110,9,2,7,2024-01-04,20240104,20240104,20240104,completed,1.33,2.11,8.42,,0.0
650,164,47,1,2,2024-01-30,20240130,20240130,20240130,completed,4.32,1.68,21.77,,0.0
651,182,15,2,4,2024-01-12,20240112,20240112,20240112,completed,5.21,1.49,23.29,,0.0
652,57,48,3,7,2024-02-04,20240204,20240204,20240204,completed,5.81,2.28,39.74,1.0,1.17
653,1,46,3,3,2024-03-17,20240317,20240317,20240317,completed,7.49,1.89,42.47,,0.0
654,63,40,1,2,2024-02-21,20240221,20240221,20240221,completed,1.87,1.78,9.99,1.0,1.19
655,182,18,3,10,2024-01-31,20240131,20240131,20240131,completed,4.19,2.12,26.65,,0.0
656,55,42,1,2,2024-03-27,20240327,20240327,20240327,completed,19.97,2.22,133.0,2.0,2.97
657,115,20,2,1,2024-03-08,20240308,20240308,20240308,cancelled_driver,11.42,2.03,69.55,,0.0
658,168,6,2,5,2024-02-21,20240221,20240221,20240221,completed,15.25,1.66,75.94,2.0,1.54
659,143,12,2,6,2024-03-20,20240320,20240320,20240320,completed,2.44,1.57,11.49,,0.0
660,149,2,3,6,2024-01-07,20240107,20240107,20240107,completed,7.73,2.16,50.09,2.0,4.89
661,175,7,1,9,2024-01-22,20240122,20240122,20240122,completed,4.84,1.78,25.85,,0.0
662,53,16,2,4,2024-03-15,20240315,20240315,20240315,cancelled_driver,0.43,2.06,2.66,2.0,3.26
663,137,3,1,1,2024-02-25,20240225,20240225,20240225,cancelled_user,8.69,2.34,61.0,,0.0
664,180,45,2,6,2024-02-27,20240227,20240227,20240227,completed,5.65,2.37,40.17,,0.0
665,57,3,3,5,2024-03-04,20240304,20240304,20240304,completed,1.11,1.42,4.73,2.0,3.75
666,117,27,3,10,2024-01-12,20240112,20240112,20240112,completed,0.42,1.28,1.61,,0.0
667,154,50,1,6,2024-01-07,20240107,20240107,20240107,completed,9.07,1.39,37.82,2.0,1.45
668,169,43,3,3,2024-02-24,20240224,20240224,20240224,completed,0.41,2.13,2.62,,0.0
669,35,40,3,2,2024-03-02,20240302,20240302,20240302,cancelled_user,0.48,1.56,2.25,,0.0
670,63,38,1,6,2024-03-30,20240330,20240330,20240330,cancelled_driver,2.79,1.26,10.55,1.0,1.55
671,25,33,2,1,2024-03-13,20240313,20240313,20240313,cancelled_driver,0.72,1.15,2.48,,0.0
672,90,28,3,7,2024-03-17,20240317,20240317,20240317,completed,12.25,1.49,54.76,2.0,4.74
673,75,1,1,7,2024-02-24,20240224,20240224,20240224,completed,3.18,1.2,11.45,1.0,4.68
674,38,8,3,10,2024-02-05,20240205,20240205,20240205,completed,4.21,1.23,15.53,,0.0
675,130,37,3,7,2024-03-29,20240329,20240329,20240329,completed,13.16,2.03,80.14,,0.0
676,135,32,3,10,2024-01-24,20240124,20240124,20240124,completed,3.78,1.03,11.68,1.0,1.56
677,162,48,3,1,2024-02-13,20240213,20240213,20240213,completed,2.18,1.18,7.72,1.0,2.12
678,91,43,1,4,2024-01-17,20240117,20240117,20240117,completed,7.98,2.27,54.34,,0.0
679,17,37,1,7,2024-01-02,20240102,20240102,20240102,cancelled_user,2.92,2.27,19.89,1.0,4.78
680,128,4,1,9,2024-01-13,20240113,20240113,20240113,cancelled_user,1.92,1.49,8.58,,0.0
681,171,30,3,5,2024-01-31,20240131,20240131,20240131,cancelled_user,6.42,1.13,21.76,,0.0
682,187,6,3,2,2024-01-28,20240128,20240128,20240128,cancelled_driver,8.09,2.06,50.0,2.0,1.32
683,108,46,3,7,2024-02-29,20240229,20240229,20240229,completed,7.84,1.54,36.22,2.0,4.92
684,179,19,1,10,2024-01-27,20240127,20240127,20240127,completed,19.01,1.07,61.02,,0.0
685,182,32,3,1,2024-01-15,20240115,20240115,20240115,completed,7.72,1.24,28.72,2.0,3.87
686,152,9,2,7,2024-03-19,20240319,20240319,20240319,completed,7.35,1.21,26.68,,0.0
687,25,12,3,6,2024-02-02,20240202,20240202,20240202,cancelled_driver,9.74,1.88,54.93,,0.0
688,199,11,2,7,2024-01-20,20240120,20240120,20240120,cancelled_user,0.0,2.35,0.0,,0.0
689,180,46,3,10,2024-02-11,20240211,20240211,20240211,completed,2.25,2.19,14.78,,0.0
690,198,16,1,3,2024-01-12,20240112,20240112,20240112,completed,6.69,1.82,36.53,2.0,4.07
691,88,1,3,3,2024-03-13,20240313,20240313,20240313,completed,4.58,1.63,22.4,,0.0
692,161,45,2,7,2024-01-23,20240123,20240123,20240123,completed,0.98,1.93,5.67,,0.0
693,177,21,2,2,2024-03-12,20240312,20240312,20240312,cancelled_user,1.81,1.67,9.07,,0.0
694,29,30,3,1,2024-01-14,20240114,20240114,20240114,completed,2.05,1.37,8.43,1.0,1.95
695,63,13,2,9,2024-03-31,20240331,20240331,20240331,completed,4.19,2.02,25.39,,0.0
696,150,34,2,9,2024-01-25,20240125,20240125,20240125,completed,8.91,2.31,61.75,2.0,2.55
697,154,4,1,7,2024-03-17,20240317,20240317,20240317,completed,13.48,1.56,63.09,,0.0
698,156,28,3,7,2024-03-25,20240325,20240325,20240325,completed,6.93,2.26,46.99,,0.0
699,114,38,3,3,2024-01-31,20240131,20240131,20240131,cancelled_user,9.26,1.65,45.84,,0.0
700,49,31,3,10,2024-02-23,20240223,20240223,20240223,completed,3.18,1.6,15.26,2.0,2.17
701,199,27,2,2,2024-01-05,20240105,20240105,20240105,completed,2.47,1.04,7.71,,0.0
702,81,5,3,7,2024-01-13,20240113,20240113,20240113,completed,2.49,2.04,15.24,1.0,1.26
703,84,25,3,9,2024-01-28,20240128,20240128,20240128,completed,4.79,2.21,31.76,,0.0
704,105,3,1,1,2024-02-12,20240212,20240212,20240212,cancelled_user,0.66,2.0,3.96,1.0,4.4
705,177,33,1,4,2024-03-29,20240329,20240329,20240329,completed,4.33,1.23,15.98,2.0,2.41
706,148,4,1,6,2024-02-16,20240216,20240216,20240216,completed,5.47,1.15,18.87,1.0,1.96
707,118,25,2,7,2024-03-11,20240311,20240311,20240311,completed,2.89,1.86,16.13,,0.0
708,86,20,3,10,2024-02-07,20240207,20240207,20240207,completed,15.31,1.6,73.49,,0.0
709,63,34,1,7,2024-03-07,20240307,20240307,20240307,completed,4.69,1.64,23.07,,0.0
710,189,26,1,10,2024-03-02,20240302,20240302,20240302,completed,1.24,2.45,9.11,,0.0
711,104,5,1,2,2024-02-08,20240208,20240208,20240208,cancelled_user,3.26,2.09,20.44,,0.0
712,49,35,3,4,2024-02-06,20240206,20240206,20240206,completed,5.63,1.62,27.36,1.0,3.86
713,71,28,3,5,2024-03-26,20240326,20240326,20240326,completed,1.96,1.03,6.06,,0.0
714,1,29,3,1,2024-01-08,20240108,20240108,20240108,completed,0.41,1.05,1.29,,0.0
715,141,9,2,1,2024-03-21,20240321,20240321,20240321,completed,4.38,2.03,26.67,1.0,1.29
716,179,38,2,10,2024-02-21,20240221,20240221,20240221,cancelled_user,14.77,2.26,100.14,2.0,3.05
717,123,50,1,3,2024-03-31,20240331,20240331,20240331,completed,3.32,2.06,20.52,2.0,4.29
718,184,6,3,10,2024-02-02,20240202,20240202,20240202,completed,11.83,1.61,57.14,1.0,4.79
719,62,19,1,3,2024-03-21,20240321,20240321,20240321,cancelled_driver,9.01,1.05,28.38,2.0,1.43
720,32,44,3,8,2024-02-11,20240211,20240211,20240211,completed,0.8,2.45,5.88,1.0,3.52
721,158,11,3,9,2024-03-16,20240316,20240316,20240316,completed,6.16,2.48,45.83,,0.0
722,29,2,3,1,2024-01-27,20240127,20240127,20240127,completed,2.86,1.82,15.62,2.0,4.56
723,49,47,2,2,2024-01-08,20240108,20240108,20240108,completed,1.44,1.11,4.8,2.0,4.0
724,173,44,2,10,2024-01-23,20240123,20240123,20240123,completed,5.81,1.81,31.55,,0.0
725,30,44,3,2,2024-03-04,20240304,20240304,20240304,completed,6.79,2.34,47.67,,0.0
726,144,9,1,4,2024-01-20,20240120,20240120,20240120,completed,0.99,2.02,6.0,2.0,1.9
727,168,21,3,2,2024-01-16,20240116,20240116,20240116,cancelled_driver,12.29,2.08,76.69,,0.0
728,19,24,3,7,2024-01-17,20240117,20240117,20240117,completed,6.95,1.13,23.56,2.0,3.12
729,18,34,1,9,2024-03-20,20240320,20240320,20240320,completed,13.54,1.16,47.12,1.0,1.86
730,1,22,3,7,2024-01-19,20240119,20240119,20240119,completed,1.91,1.19,6.82,1.0,1.78
731,78,3,1,6,2024-01-08,20240108,20240108,20240108,cancelled_user,14.01,2.36,99.19,,0.0
732,115,12,2,10,2024-02-07,20240207,20240207,20240207,completed,2.3,1.79,12.35,,0.0
733,175,28,2,1,2024-02-07,20240207,20240207,20240207,completed,0.28,2.19,1.84,,0.0
734,194,30,1,10,2024-02-22,20240222,20240222,20240222,completed,7.2,1.17,25.27,,0.0
735,113,26,2,9,2024-03-30,20240330,20240330,20240330,completed,6.08,2.39,43.59,,0.0
736,114,48,2,5,2024-01-31,20240131,20240131,20240131,cancelled_user,4.56,2.23,30.51,,0.0
737,166,21,1,5,2024-02-13,20240213,20240213,20240213,completed,3.37,1.34,13.55,,0.0
738,179,28,2,6,2024-02-29,20240229,20240229,20240229,completed,0.16,2.31,1.11,2.0,2.83
739,63,26,3,9,2024-03-16,20240316,20240316,20240316,completed,4.9,1.4,20.58,1.0,2.65
740,132,33,3,8,2024-01-17,20240117,20240117,20240117,completed,2.7,1.31,10.61,,0.0
741,129,21,1,8,2024-03-19,20240319,20240319,20240319,cancelled_user,4.11,1.4,17.26,,0.0
742,8,35,2,8,2024-03-13,20240313,20240313,20240313,completed,2.8,2.36,19.82,,0.0
743,157,34,3,1,2024-02-08,20240208,20240208,20240208,completed,16.92,2.37,120.3,,0.0
744,55,41,3,1,2024-02-11,20240211,20240211,20240211,completed,4.63,1.49,20.7,,0.0
745,103,47,2,8,2024-02-17,20240217,20240217,20240217,completed,6.92,2.06,42.77,,0.0
746,131,18,2,5,2024-01-12,20240112,20240112,20240112,completed,13.77,2.01,83.03,1.0,2.61
747,32,11,3,9,2024-03-29,20240329,20240329,20240329,completed,4.48,2.21,29.7,,0.0
748,10,23,3,2,2024-01-18,20240118,20240118,20240118,completed,0.06,1.44,0.26,,0.0
749,110,48,1,9,2024-03-19,20240319,20240319,20240319,completed,0.17,1.77,0.9,,0.0
750,162,22,1,8,2024-01-06,20240106,20240106,20240106,completed,6.06,2.0,36.36,,0.0
751,124,17,3,9,2024-02-12,20240212,20240212,20240212,completed,1.64,1.04,5.12,1.0,3.61
752,87,5,1,4,2024-02-04,20240204,20240204,20240204,completed,4.33,1.57,20.39,,0.0
753,55,44,3,1,2024-02-23,20240223,20240223,20240223,cancelled_user,1.13,2.04,6.92,,0.0
754,32,11,3,1,2024-03-02,20240302,20240302,20240302,completed,1.58,1.38,6.54,,0.0
755,178,30,1,5,2024-03-09,20240309,20240309,20240309,completed,3.51,2.44,25.69,,0.0
756,135,15,1,2,2024-03-22,20240322,20240322,20240322,completed,18.56,1.05,58.46,1.0,1.27
757,93,27,2,8,2024-01-16,20240116,20240116,20240116,completed,4.79,2.44,35.06,1.0,2.72
758,8,35,2,10,2024-01-08,20240108,20240108,20240108,cancelled_user,13.76,1.33,54.9,2.0,4.49
759,65,33,2,5,2024-03-29,20240329,20240329,20240329,cancelled_user,16.02,1.07,51.42,,0.0
760,57,20,3,5,2024-03-30,20240330,20240330,20240330,completed,1.17,1.44,5.05,,0.0
761,67,16,1,2,2024-03-26,20240326,20240326,20240326,completed,1.86,2.18,12.16,,0.0
762,187,34,3,7,2024-01-31,20240131,20240131,20240131,cancelled_user,7.35,2.13,46.97,1.0,2.55
763,72,2,1,8,2024-01-10,20240110,20240110,20240110,completed,10.08,1.31,39.61,1.0,2.24
764,54,35,3,10,2024-02-25,20240225,20240225,20240225,completed,3.66,1.3,14.27,,0.0
765,67,40,2,1,2024-03-16,20240316,20240316,20240316,completed,24.97,1.96,146.82,,0.0
766,51,28,2,2,2024-03-10,20240310,20240310,20240310,cancelled_user,0.06,1.69,0.3,,0.0
767,97,47,2,10,2024-01-20,20240120,20240120,20240120,cancelled_user,1.78,2.19,11.69,,0.0
768,92,39,3,4,2024-01-05,20240105,20240105,20240105,completed,4.88,1.04,15.23,,0.0
769,8,6,1,5,2024-01-23,20240123,20240123,20240123,completed,3.17,1.92,18.26,1.0,1.15
770,162,9,1,2,2024-01-09,20240109,20240109,20240109,cancelled_user,0.62,2.1,3.91,,0.0
771,35,20,2,1,2024-02-27,20240227,20240227,20240227,completed,2.29,2.49,17.11,1.0,3.78
772,96,1,2,9,2024-02-28,20240228,20240228,20240228,completed,0.13,2.02,0.79,,0.0
773,88,8,2,1,2024-03-20,20240320,20240320,20240320,completed,5.15,1.35,20.86,,0.0
774,78,23,2,4,2024-02-23,20240223,20240223,20240223,completed,11.16,1.16,38.84,,0.0
775,32,3,1,2,2024-02-15,20240215,20240215,20240215,completed,10.81,1.96,63.56,2.0,4.19
776,120,4,3,4,2024-01-22,20240122,20240122,20240122,completed,6.01,1.78,32.09,2.0,2.37
777,46,25,3,8,2024-03-04,20240304,20240304,20240304,cancelled_user,3.13,2.35,22.07,,0.0
778,144,47,3,8,2024-01-08,20240108,20240108,20240108,completed,3.59,2.09,22.51,1.0,1.2
779,196,38,3,9,2024-01-20,20240120,20240120,20240120,completed,0.74,1.76,3.91,1.0,3.9
780,165,15,2,5,2024-02-20,20240220,20240220,20240220,completed,2.09,1.61,10.09,,0.0
781,182,21,2,7,2024-03-18,20240318,20240318,20240318,completed,1.04,1.61,5.02,,0.0
782,142,35,2,3,2024-02-08,20240208,20240208,20240208,completed,8.61,1.34,34.61,,0.0
783,55,46,3,10,2024-02-06,20240206,20240206,20240206,completed,12.31,1.03,38.04,1.0,2.44
784,176,14,2,4,2024-02-19,20240219,20240219,20240219,cancelled_user,3.85,1.86,21.48,,0.0
785,7,36,2,10,2024-02-03,20240203,20240203,20240203,completed,6.51,1.32,25.78,1.0,2.5
786,74,12,1,9,2024-03-15,20240315,20240315,20240315,completed,0.65,1.31,2.55,,0.0
787,7,17,1,10,2024-02-02,20240202,20240202,20240202,completed,4.69,1.19,16.74,,0.0
788,161,39,2,10,2024-01-31,20240131,20240131,20240131,cancelled_user,6.07,1.28,23.31,,0.0
789,151,9,1,1,2024-02-23,20240223,20240223,20240223,completed,3.01,1.05,9.48,,0.0
790,85,35,1,2,2024-02-13,20240213,20240213,20240213,completed,1.39,2.01,8.38,2.0,3.51
791,147,13,2,5,2024-02-03,20240203,20240203,20240203,completed,10.49,1.6,50.35,1.0,4.74
792,112,15,2,3,2024-03-11,20240311,20240311,20240311,cancelled_user,6.79,1.84,37.48,,0.0
793,125,18,2,2,2024-03-02,20240302,20240302,20240302,completed,11.51,1.96,67.68,2.0,3.44
794,147,33,2,1,2024-01-23,20240123,20240123,20240123,completed,8.53,2.46,62.95,,0.0
795,36,6,3,10,2024-02-15,20240215,20240215,20240215,completed,23.22,1.1,76.63,2.0,1.87
796,29,27,3,3,2024-02-25,20240225,20240225,20240225,completed,1.07,1.63,5.23,,0.0
797,188,23,2,1,2024-01-07,20240107,20240107,20240107,completed,0.45,1.37,1.85,,0.0
798,82,27,1,1,2024-03-29,20240329,20240329,20240329,completed,2.05,1.72,10.58,1.0,4.53
799,2,34,2,1,2024-03-01,20240301,20240301,20240301,completed,0.69,2.38,4.93,,0.0
800,129,46,2,8,2024-01-03,20240103,20240103,20240103,completed,3.7,2.09,23.2,2.0,3.21
801,47,38,1,3,2024-02-07,20240207,20240207,20240207,completed,5.01,1.99,29.91,2.0,3.57
802,197,14,3,1,2024-03-24,20240324,20240324,20240324,completed,4.32,1.66,21.51,2.0,2.66
803,148,36,2,7,2024-02-03,20240203,20240203,20240203,cancelled_user,1.5,2.01,9.04,,0.0
804,11,8,2,10,2024-02-13,20240213,20240213,20240213,cancelled_driver,11.97,1.05,37.71,,0.0
805,130,35,3,3,2024-01-30,20240130,20240130,20240130,completed,0.11,1.88,0.62,,0.0
806,195,19,3,8,2024-01-17,20240117,20240117,20240117,completed,2.14,1.83,11.75,1.0,1.58
807,119,30,1,4,2024-02-28,20240228,20240228,20240228,completed,6.35,1.52,28.96,,0.0
808,140,14,3,4,2024-01-10,20240110,20240110,20240110,cancelled_user,7.28,1.3,28.39,,0.0
809,20,20,3,5,2024-03-24,20240324,20240324,20240324,completed,2.69,2.21,17.83,2.0,2.16
810,5,49,3,6,2024-01-18,20240118,20240118,20240118,completed,0.09,1.08,0.29,,0.0
811,37,25,1,7,2024-02-14,20240214,20240214,20240214,completed,4.81,1.1,15.87,,0.0
812,166,40,3,4,2024-03-31,20240331,20240331,20240331,cancelled_user,0.33,1.66,1.64,1.0,3.84
813,137,24,3,8,2024-02-28,20240228,20240228,20240228,completed,0.57,1.38,2.36,1.0,3.45
